id,text,gold_label,category,condition,run_number,raw_response,parsed_label
97,"Never thought I'd say this, but I loved it.",Positive,ambiguous,cot,1,Final: Positive,Positive
98,"@rodtamepoet  ""Rod Tame is embracing his inner actor with aplomb"" :-) Congratulations mate",Positive,clear,zero_shot,1,Positive,Positive
98,"@rodtamepoet  ""Rod Tame is embracing his inner actor with aplomb"" :-) Congratulations mate",Positive,clear,few_shot,1,Positive,Positive
98,"@rodtamepoet  ""Rod Tame is embracing his inner actor with aplomb"" :-) Congratulations mate",Positive,clear,cot,1,Final: Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,zero_shot,1,Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,zero_shot,2,Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,zero_shot,3,Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,few_shot,1,Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,few_shot,2,Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,few_shot,3,Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,cot,1,Final: Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,cot,2,Final: Positive,Positive
99,@santhanaram You look like you are having lots of fun! We hope you had many good takeaways today :),Positive,clear,cot,3,Final: Positive,Positive
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,zero_shot,1,Positive,Positive
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,zero_shot,2,Positive,Positive
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,zero_shot,3,Positive,Positive
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,few_shot,1,Positive,Positive
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,few_shot,2,Positive,Positive
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,few_shot,3,Positive,Positive
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,cot,1,Final: Negative,Negative
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,cot,2,Final: Negative,Negative
100,Honestly didn't expect to enjoy it this much.,Positive,ambiguous,cot,3,Final: Positive,Positive
